tipo,archivo,duracion_original,sampling_rate_original
LP,2018-03-25-1458-14S.LC09__001_00_01,20.995,200.0
VT,2018-05-04-2128-55S.LC10__001_00_01,24.995,200.0
TC,2018-07-06-1913-15S.LC04__001_00_01,19.995,200.0
TC,2018-07-12-0010-00S.LC08__001_00_01,159.995,200.0
VT,2018-03-14-1243-19S.LC10__001_00_01,26.995,200.0
TC,2018-04-03-0429-49S.LC08__001_00_01,150.995,200.0
TC,2018-03-12-1253-35S.B2DA__001_00_01,37.998,500.0
VT,2018-05-05-0625-40S.LC10__001_00_01,19.995,200.0
VT,2018-03-13-1208-31S.LC10__001_00_01,14.995,200.0
TC,2018-10-02-0934-41S.LC09__001_00_01,25.995,200.0
VT,2018-04-20-1430-05S.LC07__001_00_01,49.995,200.0
LP,2018-09-08-2135-00S.LC08__001_00_01,44.995,200.0
VT,2018-06-15-0604-55S.LC10__001_00_01,19.995,200.0
TC,2018-10-19-0918-50S.LC05__001_00_01,89.995,200.0
TC,2018-10-18-0530-36S.LC05__001_00_01,53.995,200.0
TC,2018-06-22-0121-10S.LC10__001_00_01,29.995,200.0
VT,2018-03-21-0133-56S.LC10__001_00_01,9.995,200.0
VT,2018-06-02-0037-48S.LC10__001_00_01,21.995,200.0
HY,2018-05-21-1122-30S.LC10__001_00_01,59.995,200.0
TC,2018-04-21-0309-55S.LC10__001_00_01,19.995,200.0
TC,2018-08-04-1741-16S.LC09__001_00_01,63.995,200.0
HY,2018-05-22-1724-40S.LC10__001_00_01,29.995,200.0
VT,2018-04-07-0650-04S.LC10__001_00_01,8.995,200.0
HY,2018-09-23-1749-38S.LC09__001_00_01,66.995,200.0
LP,2018-08-04-2101-13S.LC09__001_00_01,136.995,200.0
TC,2018-03-26-0415-03S.LC10__001_00_01,41.995,200.0
TR,2018-04-10-1333-43S.LC10__001_00_01,19.995,200.0
VT,2018-03-12-0551-41S.LC10__001_00_01,11.995,200.0
VT,2018-03-06-2032-11S.B2DA__001_00_01,12.998,500.0
LP,2018-03-22-0307-00S.LC10__001_00_01,44.995,200.0
VT,2018-04-17-0513-15S.LC10__001_00_01,20.995,200.0
TC,2018-06-27-0458-46S.LC09__001_00_01,48.995,200.0
VT,2018-03-23-1350-02S.LC10__001_00_01,15.995,200.0
VT,2018-09-23-0738-50S.LC05__001_00_01,29.995,200.0
TC,2018-06-14-2103-15S.LC04__001_00_01,24.995,200.0
LP,2018-06-25-1803-40S.LC10__001_00_01,99.995,200.0
TC,2018-09-01-1043-40S.LC05__001_00_01,179.995,200.0
VT,2018-04-25-0445-51S.LC10__001_00_01,38.995,200.0
TC,2018-05-22-0408-21S.LC10__001_00_01,18.995,200.0
VT,2018-07-03-2245-15S.LC10__001_00_01,14.995,200.0
TR,2018-03-26-1015-14S.LC07__001_00_01,35.995,200.0
VT,2018-03-14-2208-52S.LC10__001_00_01,19.995,200.0
TC,2018-07-06-1434-13S.LC10__001_00_01,16.995,200.0
VT,2018-06-16-2013-55S.LC10__001_00_01,19.995,200.0
VT,2018-03-06-1154-41S.LC07__001_00_01,18.995,200.0
TC,2018-04-06-1707-17S.LC10__001_00_01,25.995,200.0
TC,2018-04-14-1218-51S.LC10__001_00_01,19.995,200.0
TC,2018-04-08-0706-05S.LC07__001_00_01,34.995,200.0
TR,2018-04-07-1931-16S.LC10__001_00_01,48.995,200.0
VT,2018-03-11-0000-39S.LC03__001_00_01,8.995,200.0
TC,2018-06-30-0533-40S.LC05__001_00_01,159.995,200.0
VT,2018-05-13-0914-50S.LC10__001_00_01,24.995,200.0
VT,2018-05-24-1814-25S.LC10__001_00_01,49.995,200.0
TC,2018-07-29-1340-40S.LC10__001_00_01,64.995,200.0
VT,2018-04-15-2313-47S.LC10__001_00_01,9.995,200.0
TC,2018-08-26-1738-00S.LC09__001_00_01,59.995,200.0
LP,2018-10-03-1421-20S.LC05__001_00_01,79.995,200.0
TC,2018-07-28-2053-32S.LC10__001_00_01,167.995,200.0
VT,2018-06-17-2217-15S.LC10__001_00_01,19.995,200.0
VT,2018-03-09-2111-53S.LC10__001_00_01,20.995,200.0
TC,2018-05-18-1312-23S.LC10__001_00_01,46.995,200.0
TC,2018-05-27-1415-40S.LC10__001_00_01,39.995,200.0
VT,2018-06-13-0326-55S.LC10__001_00_01,19.995,200.0
VT,2018-04-22-2210-25S.LC10__001_00_01,9.995,200.0
VT,2018-03-07-1307-45S.LC10__001_00_01,19.995,200.0
TC,2018-04-13-2051-07S.LC10__001_00_01,19.995,200.0
LP,2018-08-05-1710-05S.LC03__001_00_01,34.995,200.0
HY,2018-03-23-0034-05S.LC10__001_00_01,39.995,200.0
TC,2018-04-10-0113-21S.B2DA__001_00_01,143.998,500.0
VT,2018-04-02-2228-46S.LC07__001_00_01,8.995,200.0
TC,2018-08-03-1805-48S.LC08__001_00_01,91.995,200.0
VT,2018-05-03-0157-20S.LC10__001_00_01,12.995,200.0
VT,2018-05-05-1335-40S.LC10__001_00_01,19.995,200.0
VT,2018-03-05-1053-27S.LC03__001_00_01,13.995,200.0
VT,2018-06-14-2234-00S.LC10__001_00_01,19.995,200.0
VT,2018-06-04-0629-20S.LC04__001_00_01,19.995,200.0
VT,2018-04-07-0722-58S.LC10__001_00_01,17.995,200.0
VT,2018-05-01-0613-40S.LC10__001_00_01,39.995,200.0
TC,2018-06-24-0555-50S.LC04__001_00_01,49.995,200.0
TC,2018-05-15-0451-00S.LC10__001_00_01,59.995,200.0
TC,2018-08-23-1810-20S.LC09__001_00_01,89.995,200.0
VT,2018-05-01-0741-38S.LC10__001_00_01,81.995,200.0
TC,2018-06-21-1703-10S.LC08__001_00_01,169.995,200.0
TR,2018-09-05-2016-23S.LC09__001_00_01,76.995,200.0
TR,2018-05-20-0647-55S.LC10__001_00_01,14.995,200.0
HY,2018-03-11-1229-02S.LC10__001_00_01,52.995,200.0
VT,2018-04-11-2321-27S.LC10__001_00_01,52.995,200.0
TC,2018-03-29-2148-22S.LC10__001_00_01,16.995,200.0
TC,2018-10-01-1154-48S.LC05__001_00_01,191.995,200.0
VT,2018-04-03-1934-00S.LC10__001_00_01,6.995,200.0
TC,2018-06-25-0953-06S.LC04__001_00_01,173.995,200.0
VT,2018-03-30-0006-38S.LC10__001_00_01,9.995,200.0
TC,2018-06-27-2339-10S.LC10__001_00_01,119.995,200.0
TC,2018-03-07-1406-53S.LC10__001_00_01,21.995,200.0
TC,2018-05-06-1208-00S.LC10__001_00_01,79.995,200.0
VT,2018-06-13-0609-28S.LC10__001_00_01,21.995,200.0
TC,2018-10-11-1739-35S.LC05__001_00_01,59.995,200.0
VT,2018-06-30-1026-47S.LC10__001_00_01,12.995,200.0
TC,2018-04-04-1802-42S.LC10__001_00_01,22.995,200.0
LP,2018-05-03-0307-00S.LC10__001_00_01,79.995,200.0
VT,2018-06-21-1730-25S.LC10__001_00_01,34.995,200.0
VT,2018-04-22-0511-38S.LC10__001_00_01,9.995,200.0
VT,2018-04-04-0754-37S.LC07__001_00_01,22.995,200.0
TC,2018-06-16-1442-60S.LC04__001_00_01,59.995,200.0
TC,2018-04-29-2326-30S.LC07__001_00_01,14.995,200.0
TC,2018-04-15-0457-20S.LC07__001_00_01,66.995,200.0
VT,2018-04-15-0915-17S.LC07__001_00_01,9.995,200.0
TC,2018-04-07-1211-35S.LC10__001_00_01,10.995,200.0
TC,2018-06-21-1244-24S.LC10__001_00_01,50.995,200.0
LP,2018-05-05-1448-20S.LC10__001_00_01,179.995,200.0
TC,2018-07-30-1234-45S.LC05__001_00_01,134.995,200.0
TC,2018-08-04-2125-51S.LC06__001_00_01,68.995,200.0
TC,2018-09-13-2337-26S.LC05__001_00_01,83.995,200.0
VT,2018-04-23-0035-18S.LC07__001_00_01,19.995,200.0
VT,2018-06-12-0334-30S.LC10__001_00_01,14.995,200.0
VT,2018-06-08-2349-20S.LC10__001_00_01,29.995,200.0
VT,2018-04-23-2304-26S.LC10__001_00_01,19.995,200.0
HY,2018-07-28-0600-22S.LC10__001_00_01,13.995,200.0
VT,2018-04-17-1023-20S.LC10__001_00_01,29.995,200.0
TC,2018-04-20-1013-43S.LC10__001_00_01,16.995,200.0
TC,2018-05-12-0414-36S.LC10__001_00_01,19.995,200.0
VT,2018-04-23-2003-45S.LC07__001_00_01,9.995,200.0
TC,2018-09-03-1313-51S.LC09__001_00_01,53.995,200.0
HY,2018-04-15-1845-05S.LC10__001_00_01,19.995,200.0
TC,2018-07-31-1804-15S.LC04__001_00_01,84.995,200.0
TR,2018-03-04-2008-57S.LC03__001_00_01,211.995,200.0
TC,2018-05-19-1435-47S.LC08__001_00_01,92.995,200.0
VT,2018-04-01-1007-31S.LC10__001_00_01,18.995,200.0
TC,2018-07-07-0927-20S.LC10__001_00_01,137.995,200.0
VT,2018-03-16-1800-57S.LC10__001_00_01,19.995,200.0
VT,2018-06-12-2326-40S.LC10__001_00_01,19.995,200.0
TR,2018-06-22-2134-50S.LC10__001_00_01,69.995,200.0
HY,2018-05-12-1050-54S.LC10__001_00_01,65.995,200.0
HY,2018-04-14-0728-00S.LC10__001_00_01,34.995,200.0
VT,2018-04-15-0115-32S.LC10__001_00_01,12.995,200.0
TR,2018-04-14-1700-36S.LC10__001_00_01,29.995,200.0
LP,2018-08-12-0114-58S.LC06__001_00_01,15.995,200.0
TC,2018-08-10-0930-24S.LC05__001_00_01,155.995,200.0
VT,2018-07-01-2102-26S.LC10__001_00_01,11.995,200.0
TR,2018-04-10-1224-51S.LC10__001_00_01,19.995,200.0
LP,2018-03-07-0615-41S.B2DA__001_00_01,128.998,500.0
TC,2018-05-28-0450-56S.LC10__001_00_01,53.995,200.0
VT,2018-04-17-0043-54S.LC10__001_00_01,19.995,200.0
TC,2018-04-10-0652-44S.LC10__001_00_01,27.995,200.0
VT,2018-06-22-2016-05S.LC10__001_00_01,24.995,200.0
TC,2018-04-14-2240-06S.LC09__001_00_01,74.995,200.0
TC,2018-04-06-0907-10S.LC10__001_00_01,19.995,200.0
TC,2018-06-28-0914-53S.LC10__001_00_01,186.995,200.0
VT,2018-03-11-1146-58S.LC10__001_00_01,9.995,200.0
LP,2018-05-22-0445-60S.LC10__001_00_01,179.995,200.0
TC,2018-06-03-1733-05S.LC10__001_00_01,94.995,200.0
VT,2018-03-11-0334-07S.LC10__001_00_01,7.995,200.0
VT,2018-06-14-2219-00S.LC10__001_00_01,29.995,200.0
HY,2018-10-18-2121-40S.LC05__001_00_01,109.995,200.0
VT,2018-04-17-0701-51S.LC10__001_00_01,11.995,200.0
TC,2018-03-25-2356-32S.LC10__001_00_01,24.995,200.0
VT,2018-06-01-1908-10S.LC10__001_00_01,19.995,200.0
LP,2018-03-20-1140-46S.LC03__001_00_01,29.995,200.0
TC,2018-04-18-0457-29S.LC08__001_00_01,110.995,200.0
VT,2018-03-07-2344-11S.LC10__001_00_01,16.995,200.0
TC,2018-03-17-0307-00S.B2DA__001_00_01,159.998,500.0
TC,2018-06-02-1015-10S.LC10__001_00_01,29.995,200.0
TC,2018-04-26-2048-34S.LC07__001_00_01,19.995,200.0
VT,2018-04-23-2049-12S.LC10__001_00_01,19.995,200.0
TC,2018-03-22-2029-12S.LC04__001_00_01,87.995,200.0
TR,2018-05-12-0410-05S.LC10__001_00_01,39.995,200.0
VT,2018-07-06-1303-33S.LC03__001_00_01,23.995,200.0
VT,2018-03-07-0607-46S.LC10__001_00_01,9.995,200.0
VT,2018-06-19-1458-05S.LC10__001_00_01,24.995,200.0
TC,2018-05-13-1342-06S.LC10__001_00_01,173.995,200.0
TC,2018-04-13-0419-13S.LC10__001_00_01,186.995,200.0
VT,2018-03-31-1827-34S.LC10__001_00_01,20.995,200.0
TC,2018-10-16-1929-35S.LC05__001_00_01,64.995,200.0
VT,2018-03-12-1036-58S.LC10__001_00_01,17.995,200.0
VT,2018-10-12-0412-46S.LC05__001_00_01,13.995,200.0
VT,2018-04-14-0110-33S.LC10__001_00_01,13.995,200.0
TC,2018-07-08-2152-06S.LC10__001_00_01,136.995,200.0
TC,2018-03-11-1712-13S.LC08__001_00_01,10.995,200.0
VT,2018-06-01-2347-25S.LC10__001_00_01,24.995,200.0
VT,2018-06-17-2125-20S.LC04__001_00_01,59.995,200.0
TC,2018-03-10-1800-36S.LC10__001_00_01,21.995,200.0
HY,2018-06-22-2108-10S.LC10__001_00_01,79.995,200.0
TR,2018-05-06-0902-00S.LC10__001_00_01,39.995,200.0
HY,2018-03-21-0439-10S.LC10__001_00_01,21.995,200.0
TC,2018-08-27-0558-50S.LC08__001_00_01,49.995,200.0
VT,2018-04-14-0741-40S.LC10__001_00_01,13.995,200.0
TR,2018-04-19-0745-43S.LC10__001_00_01,25.995,200.0
VT,2018-10-10-0950-45S.LC05__001_00_01,24.995,200.0
TC,2018-06-30-1903-55S.LC05__001_00_01,54.995,200.0
VT,2018-06-04-2304-33S.LC10__001_00_01,16.995,200.0
VT,2018-06-01-2351-05S.LC10__001_00_01,24.995,200.0
TC,2018-04-29-0015-26S.LC10__001_00_01,19.995,200.0
VT,2018-06-16-2038-43S.LC10__001_00_01,16.995,200.0
VT,2018-04-15-0914-46S.LC10__001_00_01,9.995,200.0
TC,2018-05-24-1829-00S.LC07__001_00_01,39.995,200.0
VT,2018-07-29-0324-40S.LC10__001_00_01,38.995,200.0
LP,2018-03-25-2034-08S.LC10__001_00_01,51.995,200.0
TC,2018-08-29-0040-39S.LC05__001_00_01,120.995,200.0
VT,2018-05-13-0510-17S.LC10__001_00_01,12.995,200.0
VT,2018-05-01-0630-00S.LC10__001_00_01,79.995,200.0
TR,2018-10-10-1719-47S.LC09__001_00_01,102.995,200.0
LP,2018-08-03-0341-02S.LC05__001_00_01,27.995,200.0
TC,2018-03-11-0515-39S.LC10__001_00_01,160.995,200.0
TC,2018-05-05-1338-13S.LC10__001_00_01,126.995,200.0
TR,2018-06-24-2336-10S.LC10__001_00_01,49.995,200.0
HY,2018-05-07-2149-20S.LC10__001_00_01,24.995,200.0
TC,2018-04-20-0324-53S.LC10__001_00_01,11.995,200.0
TC,2018-06-03-0900-22S.LC10__001_00_01,23.995,200.0
VT,2018-06-13-0958-20S.LC10__001_00_01,19.995,200.0
TC,2018-04-20-0131-43S.LC10__001_00_01,31.995,200.0
VT,2018-06-14-2042-05S.LC10__001_00_01,19.995,200.0
TR,2018-06-04-2255-50S.LC10__001_00_01,29.995,200.0
TR,2018-05-01-0047-37S.LC10__001_00_01,32.995,200.0
VT,2018-03-31-0701-53S.LC10__001_00_01,8.995,200.0
LP,2018-05-19-1937-15S.LC10__001_00_01,74.995,200.0
TC,2018-09-12-2146-40S.LC08__001_00_01,119.995,200.0
VT,2018-04-13-1729-21S.LC10__001_00_01,9.995,200.0
VT,2018-04-03-1247-34S.LC10__001_00_01,9.995,200.0
TC,2018-08-17-1439-56S.LC04__001_00_01,48.995,200.0
VT,2018-04-04-0313-20S.LC10__001_00_01,8.995,200.0
TC,2018-10-17-0747-25S.LC08__001_00_01,154.995,200.0
TC,2018-04-28-0047-08S.LC10__001_00_01,19.995,200.0
HY,2018-05-22-0527-00S.LC10__001_00_01,19.995,200.0
VT,2018-10-08-2231-40S.LC05__001_00_01,39.995,200.0
VT,2018-03-30-0344-19S.LC10__001_00_01,7.995,200.0
TC,2018-03-24-1206-21S.LC10__001_00_01,14.995,200.0
TR,2018-07-31-1312-56S.LC10__001_00_01,38.995,200.0
TC,2018-03-31-1323-06S.LC10__001_00_01,17.995,200.0
LP,2018-05-31-1312-30S.LC10__001_00_01,149.995,200.0
TC,2018-08-17-1736-24S.LC09__001_00_01,105.995,200.0
TC,2018-05-01-1013-08S.LC07__001_00_01,36.995,200.0
TC,2018-07-29-2210-35S.LC10__001_00_01,34.995,200.0
VT,2018-04-20-0152-10S.LC10__001_00_01,19.995,200.0
VT,2018-03-25-0740-28S.LC10__001_00_01,21.995,200.0
TC,2018-09-27-2148-16S.LC05__001_00_01,38.995,200.0
TC,2018-03-17-1903-55S.LC10__001_00_01,19.995,200.0
VT,2018-04-29-0101-58S.LC10__001_00_01,19.995,200.0
TC,2018-10-20-1804-40S.LC05__001_00_01,79.995,200.0
LP,2018-06-20-1223-38S.LC10__001_00_01,201.995,200.0
VT,2018-03-31-0425-23S.LC10__001_00_01,19.995,200.0
TC,2018-04-23-1433-08S.LC07__001_00_01,31.995,200.0
TR,2018-06-29-2019-44S.LC10__001_00_01,135.995,200.0
TC,2018-09-02-0656-43S.LC08__001_00_01,195.995,200.0
VT,2018-07-01-2125-00S.LC10__001_00_01,13.995,200.0
TR,2018-07-02-1713-30S.LC10__001_00_01,149.995,200.0
VT,2018-03-21-1010-52S.LC10__001_00_01,6.995,200.0
VT,2018-04-07-1053-45S.LC10__001_00_01,9.995,200.0
TR,2018-03-22-0320-24S.LC10__001_00_01,21.995,200.0
VT,2018-04-12-0133-29S.LC10__001_00_01,15.995,200.0
VT,2018-04-07-1325-28S.LC10__001_00_01,9.995,200.0
TC,2018-04-17-0728-08S.LC10__001_00_01,17.995,200.0
VT,2018-03-09-0342-31S.LC10__001_00_01,11.995,200.0
VT,2018-04-09-0957-10S.LC10__001_00_01,8.995,200.0
TC,2018-03-28-0148-39S.LC10__001_00_01,40.995,200.0
VT,2018-04-12-2145-09S.LC10__001_00_01,9.995,200.0
HY,2018-04-29-0710-40S.LC10__001_00_01,80.995,200.0
TC,2018-10-07-1409-50S.LC05__001_00_01,94.995,200.0
VT,2018-03-22-0532-41S.LC10__001_00_01,28.995,200.0
VT,2018-06-09-1048-20S.LC10__001_00_01,39.995,200.0
VT,2018-03-23-1155-00S.LC07__001_00_01,29.995,200.0
TC,2018-05-14-1247-35S.B2DA__001_00_01,37.998,500.0
VT,2018-03-26-1932-56S.LC10__001_00_01,9.995,200.0
VT,2018-03-22-1945-43S.LC10__001_00_01,16.995,200.0
TC,2018-05-03-1028-10S.LC10__001_00_01,29.995,200.0
VT,2018-04-25-1942-04S.LC10__001_00_01,9.995,200.0
TC,2018-07-12-0420-20S.LC05__001_00_01,139.995,200.0
TR,2018-05-30-2209-20S.LC10__001_00_01,39.995,200.0
TC,2018-08-14-0903-33S.LC05__001_00_01,126.995,200.0
LP,2018-03-30-0951-57S.B2DA__001_00_01,85.998,500.0
VT,2018-04-17-0952-13S.LC10__001_00_01,9.995,200.0
TC,2018-05-04-0020-50S.B2DA__001_00_01,109.998,500.0
VT,2018-05-31-0329-00S.LC10__001_00_01,29.995,200.0
VT,2018-04-11-1019-10S.LC10__001_00_01,9.995,200.0
VT,2018-06-16-2143-13S.LC10__001_00_01,26.995,200.0
VT,2018-05-20-1322-15S.LC10__001_00_01,19.995,200.0
TC,2018-04-17-1126-27S.LC10__001_00_01,29.995,200.0
HY,2018-03-12-0654-15S.LC10__001_00_01,84.995,200.0
TC,2018-07-15-1951-22S.LC07__001_00_01,21.995,200.0
TR,2018-04-04-2259-40S.LC10__001_00_01,16.995,200.0
TC,2018-04-14-2117-15S.LC10__001_00_01,21.995,200.0
VT,2018-04-27-1450-30S.LC07__001_00_01,26.995,200.0
TC,2018-06-25-1332-00S.LC09__001_00_01,119.995,200.0
TC,2018-07-02-1843-03S.LC10__001_00_01,58.995,200.0
VT,2018-06-15-1355-40S.LC10__001_00_01,14.995,200.0
VT,2018-04-17-2307-16S.LC07__001_00_01,9.995,200.0
TC,2018-05-12-0055-47S.LC10__001_00_01,172.995,200.0
VT,2018-03-15-0527-29S.LC10__001_00_01,10.995,200.0
TC,2018-03-09-0643-10S.B2DA__001_00_01,169.998,500.0
VT,2018-06-04-2005-25S.B2DA__001_00_01,24.998,500.0
VT,2018-03-23-2328-47S.LC10__001_00_01,9.995,200.0
TC,2018-03-20-0557-02S.LC10__001_00_01,29.995,200.0
TC,2018-09-25-0956-31S.LC05__001_00_01,148.995,200.0
VT,2018-04-12-1735-34S.LC10__001_00_01,9.995,200.0
TC,2018-04-21-0106-15S.B2DA__001_00_01,41.998,500.0
VT,2018-07-06-2217-58S.LC10__001_00_01,26.995,200.0
LP,2018-06-02-2153-30S.B2DA__001_00_01,79.998,500.0
HY,2018-04-01-0103-52S.LC10__001_00_01,11.995,200.0
TC,2018-06-28-0603-30S.LC10__001_00_01,14.995,200.0
TC,2018-04-14-1329-55S.LC07__001_00_01,19.995,200.0
VT,2018-03-27-0628-39S.LC10__001_00_01,25.995,200.0
LP,2018-03-09-1324-20S.LC08__001_00_01,139.995,200.0
TC,2018-05-04-2101-35S.LC07__001_00_01,24.995,200.0
VT,2018-06-16-0011-55S.LC10__001_00_01,19.995,200.0
TR,2018-05-02-0950-58S.LC10__001_00_01,17.995,200.0
VT,2018-06-03-0956-40S.LC10__001_00_01,29.995,200.0
VT,2018-07-05-1306-18S.LC10__001_00_01,21.995,200.0
VT,2018-06-13-0149-35S.LC10__001_00_01,19.995,200.0
TR,2018-05-12-1214-25S.LC10__001_00_01,29.995,200.0
TR,2018-04-12-1911-20S.LC10__001_00_01,144.995,200.0
HY,2018-03-06-0544-55S.LC05__001_00_01,44.995,200.0
VT,2018-07-11-0050-48S.LC10__001_00_01,10.995,200.0
VT,2018-04-29-1130-14S.LC10__001_00_01,9.995,200.0
VT,2018-04-03-1932-10S.LC10__001_00_01,9.995,200.0
VT,2018-05-08-1937-53S.LC10__001_00_01,11.995,200.0
VT,2018-03-06-1038-50S.LC07__001_00_01,29.995,200.0
VT,2018-05-29-0957-44S.LC07__001_00_01,11.995,200.0
TC,2018-05-26-1110-03S.LC09__001_00_01,56.995,200.0
TC,2018-06-09-1110-55S.LC09__001_00_01,124.995,200.0
VT,2018-08-28-0110-16S.LC09__001_00_01,23.995,200.0
TC,2018-06-18-1823-23S.LC09__001_00_01,136.995,200.0
VT,2018-06-01-1243-18S.LC10__001_00_01,16.995,200.0
VT,2018-04-24-1223-38S.LC10__001_00_01,9.995,200.0
VT,2018-07-01-2053-42S.LC10__001_00_01,10.995,200.0
TC,2018-10-14-1334-38S.LC08__001_00_01,201.995,200.0
VT,2018-05-02-0132-51S.LC10__001_00_01,10.995,200.0
TC,2018-04-08-0402-03S.LC10__001_00_01,23.995,200.0
VT,2018-03-10-0628-48S.LC10__001_00_01,9.995,200.0
TC,2018-07-22-1201-30S.LC10__001_00_01,29.995,200.0
VT,2018-03-21-0711-20S.LC10__001_00_01,94.995,200.0
TC,2018-10-04-1758-25S.LC04__001_00_01,54.995,200.0
VT,2018-03-25-0935-31S.LC10__001_00_01,19.995,200.0
VT,2018-05-08-1149-20S.LC10__001_00_01,19.995,200.0
TC,2018-03-19-1410-40S.LC10__001_00_01,11.995,200.0
VT,2018-05-10-1103-25S.LC10__001_00_01,29.995,200.0
VT,2018-03-09-0312-29S.LC10__001_00_01,6.995,200.0
VT,2018-06-19-2013-00S.LC10__001_00_01,29.995,200.0
TC,2018-09-22-1815-45S.LC05__001_00_01,49.995,200.0
VT,2018-04-22-1007-09S.LC10__001_00_01,9.995,200.0
LP,2018-05-15-1735-20S.LC10__001_00_01,99.995,200.0
TR,2018-06-18-0607-05S.LC09__001_00_01,29.995,200.0
LP,2018-06-24-0502-13S.LC10__001_00_01,176.995,200.0
LP,2018-03-19-1253-14S.LC08__001_00_01,270.995,200.0
VT,2018-03-10-0600-52S.LC10__001_00_01,9.995,200.0
TR,2018-08-27-1753-54S.LC05__001_00_01,65.995,200.0
VT,2018-03-23-1015-28S.LC10__001_00_01,10.995,200.0
VT,2018-06-13-0933-20S.LC10__001_00_01,19.995,200.0
HY,2018-03-09-1944-45S.LC05__001_00_01,29.995,200.0
TR,2018-04-30-1735-05S.LC07__001_00_01,41.995,200.0
TC,2018-03-18-1809-00S.LC05__001_00_01,70.995,200.0
VT,2018-04-01-0501-38S.LC10__001_00_01,8.995,200.0
VT,2018-06-13-0305-22S.LC10__001_00_01,13.995,200.0
VT,2018-04-16-1012-14S.LC07__001_00_01,35.995,200.0
VT,2018-04-29-0056-38S.LC10__001_00_01,9.995,200.0
TC,2018-04-19-1116-45S.LC07__001_00_01,29.995,200.0
LP,2018-10-17-0655-40S.LC06__001_00_01,29.995,200.0
TC,2018-06-03-1431-40S.LC10__001_00_01,139.995,200.0
TC,2018-05-13-2038-20S.B2DA__001_00_01,39.998,500.0
TC,2018-05-08-1358-40S.LC10__001_00_01,59.995,200.0
TC,2018-06-16-2217-05S.LC10__001_00_01,44.995,200.0
TC,2018-05-17-1338-00S.LC10__001_00_01,99.995,200.0
TC,2018-03-10-0900-57S.LC10__001_00_01,32.995,200.0
VT,2018-06-12-2342-40S.LC10__001_00_01,29.995,200.0
TC,2018-05-23-1436-40S.B2DA__001_00_01,99.998,500.0
TC,2018-10-20-2335-08S.LC05__001_00_01,151.995,200.0
VT,2018-03-13-2303-17S.LC10__001_00_01,8.995,200.0
TC,2018-05-22-0724-45S.LC10__001_00_01,34.995,200.0
TR,2018-03-26-0431-60S.B2DA__001_00_01,104.998,500.0
VT,2018-05-13-1250-00S.LC10__001_00_01,13.995,200.0
TC,2018-07-10-1829-52S.LC09__001_00_01,78.995,200.0
VT,2018-05-24-1803-00S.LC10__001_00_01,44.995,200.0
VT,2018-03-19-2347-23S.LC10__001_00_01,34.995,200.0
TC,2018-05-17-0418-20S.LC10__001_00_01,49.995,200.0
TC,2018-04-04-0314-58S.LC07__001_00_01,56.995,200.0
VT,2018-05-04-1232-55S.LC10__001_00_01,19.995,200.0
VT,2018-05-14-2052-20S.LC04__001_00_01,19.995,200.0
TC,2018-04-10-2202-00S.LC10__001_00_01,119.995,200.0
VT,2018-04-02-0658-18S.LC10__001_00_01,10.995,200.0
HY,2018-04-13-0651-21S.LC10__001_00_01,19.995,200.0
LP,2018-09-22-2046-20S.LC05__001_00_01,34.995,200.0
TR,2018-09-05-1731-24S.LC09__001_00_01,75.995,200.0
VT,2018-05-21-0339-04S.LC10__001_00_01,15.995,200.0
VT,2018-06-15-0047-20S.LC10__001_00_01,19.995,200.0
TC,2018-06-10-0442-44S.LC10__001_00_01,15.995,200.0
LP,2018-09-07-2314-26S.LC08__001_00_01,213.995,200.0
TR,2018-04-11-0510-23S.LC07__001_00_01,19.995,200.0
TC,2018-05-07-0033-10S.LC10__001_00_01,39.995,200.0
HY,2018-10-08-1931-12S.LC05__001_00_01,67.995,200.0
VT,2018-03-14-0333-50S.LC10__001_00_01,13.995,200.0
VT,2018-05-03-1956-10S.LC10__001_00_01,19.995,200.0
TC,2018-08-18-1712-55S.LC09__001_00_01,84.995,200.0
VT,2018-05-14-1859-00S.LC07__001_00_01,29.995,200.0
TC,2018-10-17-2126-30S.LC05__001_00_01,209.995,200.0
VT,2018-05-12-1951-30S.LC10__001_00_01,89.995,200.0
TC,2018-05-29-1246-50S.LC10__001_00_01,29.995,200.0
TC,2018-04-01-0147-20S.B2DA__001_00_01,149.998,500.0
VT,2018-06-21-1114-50S.LC10__001_00_01,19.995,200.0
TC,2018-04-21-0610-30S.LC10__001_00_01,34.995,200.0
VT,2018-06-04-1444-50S.LC10__001_00_01,9.995,200.0
VT,2018-04-17-0409-10S.LC10__001_00_01,14.995,200.0
VT,2018-05-05-2016-55S.LC10__001_00_01,24.995,200.0
TC,2018-07-07-0657-20S.LC10__001_00_01,64.995,200.0
TC,2018-10-03-0023-32S.LC08__001_00_01,197.995,200.0
VT,2018-06-21-0323-40S.LC04__001_00_01,14.995,200.0
VT,2018-05-26-1246-28S.LC10__001_00_01,16.995,200.0
TC,2018-08-29-0113-40S.LC05__001_00_01,49.995,200.0
TC,2018-08-17-1349-50S.LC08__001_00_01,59.995,200.0
VT,2018-05-29-0637-10S.LC10__001_00_01,39.995,200.0
TC,2018-05-01-1823-20S.LC10__001_00_01,99.995,200.0
VT,2018-08-05-0313-25S.LC09__001_00_01,22.995,200.0
TC,2018-10-07-0907-32S.LC08__001_00_01,77.995,200.0
